序位	詞彙	詞頻	百萬詞頻	常用詞標V
3000764	瞎妹化	1	0.001	
3000765	老華寶	1	0.001	
3000766	臉李	1	0.001	
3000767	蹦冰	1	0.001	
3000768	啦欠	1	0.001	
3000769	彩花包	1	0.001	
3000770	踩華	1	0.001	
3000771	耶牙	1	0.001	
3000772	伊藤萬理華	1	0.001	
3000773	邑噗滋	1	0.001	
3000774	頂米可白	1	0.001	
3000775	王桑羽咲	1	0.001	
3000776	三宮春	1	0.001	
3000777	原仁科	1	0.001	
3000778	大漾	1	0.001	
3000779	羊腸白朱	1	0.001	
3000780	林俐霏	1	0.001	
3000781	金城武雞	1	0.001	
3000782	蒼木	1	0.001	
3000783	阿尼嘎	1	0.001	
3000784	速面拿度	1	0.001	
3000785	陰毛師	1	0.001	
3000786	林思橙	1	0.001	
3000787	牙界	1	0.001	
3000788	濾鏡婆	1	0.001	
3000789	旺夫相	1	0.001	
3000790	臥欠	1	0.001	
3000791	慈變	1	0.001	
3000792	慈明明	1	0.001	
3000793	南義臉	1	0.001	
3000794	製舞	1	0.001	
3000795	丹利葛格	1	0.001	
3000796	白平平	1	0.001	
3000797	賽隆感	1	0.001	
3000798	鷺尾	1	0.001	
3000799	武城雞	1	0.001	
3000800	雞承五	1	0.001	
3000801	頂配有	1	0.001	
3000802	鳶尾芽衣	1	0.001	
3000803	啊雞	1	0.001	
3000804	讚拿懶比	1	0.001	
3000805	鷲尾讚	1	0.001	
3000806	自挑戰	1	0.001	
3000807	美霸凌	1	0.001	
3000808	阿阿阿正	1	0.001	
3000809	虾肉	1	0.001	
3000810	宗親會員	1	0.001	
3000811	五官張	1	0.001	
3000812	夢得	1	0.001	
3000813	李尹萱	1	0.001	
3000814	於婕	1	0.001	
3000815	媚超	1	0.001	
3000816	慧米	1	0.001	
3000817	雞怜	1	0.001	
3000818	伶寶	1	0.001	
3000819	富江腿	1	0.001	
3000820	顏藝強	1	0.001	
3000821	太鳥仔	1	0.001	
3000822	腳兪	1	0.001	
3000823	高紅氨	1	0.001	
3000824	瑰寶片	1	0.001	
3000825	阿麗肉	1	0.001	
3000826	狂刪圖	1	0.001	
3000827	麥葛安	1	0.001	
3000828	規響	1	0.001	
3000829	厲害了	1	0.001	
3000830	內內子	1	0.001	
3000831	大柏芝	1	0.001	
3000832	不忍多說	1	0.001	
3000833	曬鮑鮑	1	0.001	
3000834	形妹	1	0.001	
3000835	潼仁	1	0.001	
3000836	密手	1	0.001	
3000837	醜小三小	1	0.001	
3000838	巧芯餅	1	0.001	
3000839	友馬加奈	1	0.001	
3000840	影乳	1	0.001	
3000841	哈哈飯	1	0.001	
3000842	張錦程人	1	0.001	
3000843	放等	1	0.001	
3000844	奶鬼門關	1	0.001	
3000845	臥蠶奶	1	0.001	
3000846	小黃塊	1	0.001	
3000847	駕馭裝	1	0.001	
3000848	正為	1	0.001	
3000849	貝莉梅讚	1	0.001	
3000850	阿義哥	1	0.001	
3000851	阿丹鳳眼	1	0.001	
3000852	奧迪元	1	0.001	
3000853	挑介	1	0.001	
3000854	小补	1	0.001	
3000855	順轟	1	0.001	
3000856	老咩奶	1	0.001	
3000857	好行毋	1	0.001	
3000858	旱國人	1	0.001	
3000859	眾生臉	1	0.001	
3000860	神盾軍	1	0.001	
3000861	老麥勒包提斯塔蹦	1	0.001	
3000862	深深溝	1	0.001	
3000863	大怡叡	1	0.001	
3000864	大林鳳營	1	0.001	
3000865	露槓	1	0.001	
3000866	史黛滷	1	0.001	
3000867	正月付	1	0.001	
3000868	信姐系	1	0.001	
3000869	寶翠亨	1	0.001	
3000870	吸毒雞	1	0.001	
3000871	腿庫讚	1	0.001	
3000872	拜金味	1	0.001	
3000873	頭姬	1	0.001	
3000874	麵包婆	1	0.001	
3000875	大推婆	1	0.001	
3000876	落枕風	1	0.001	
3000877	肥腋	1	0.001	
3000878	賈上	1	0.001	
3000879	小迪耶	1	0.001	
3000880	嘎奶村	1	0.001	
3000881	爪史	1	0.001	
3000882	洗迪奇	1	0.001	
3000883	嘶嘶尻	1	0.001	
3000884	湘美	1	0.001	
3000885	藍語辰	1	0.001	
3000886	危貓貓	1	0.001	
3000887	衣服廠	1	0.001	
3000888	正淘氣	1	0.001	
3000889	鄭家榆天心	1	0.001	
3000890	正宿	1	0.001	
3000891	瑪卡巴卡推	1	0.001	
3000892	田麗正	1	0.001	
3000893	川口葵	1	0.001	
3000894	肥美感	1	0.001	
3000895	眼殘截圖	1	0.001	
3000896	小劉在錫	1	0.001	
3000897	哈勇推	1	0.001	
3000898	恩波蜜	1	0.001	
3000899	崔斯坦娜	1	0.001	
3000900	地高音	1	0.001	
3000901	曹又正	1	0.001	
3000902	洪仙	1	0.001	
3000903	禪參	1	0.001	
3000904	耶快樂	1	0.001	
3000905	姚媽	1	0.001	
3000906	齊時	1	0.001	
3000907	郭佳佳	1	0.001	
3000908	特寫場	1	0.001	
3000909	幼齒愛理	1	0.001	
3000910	鈴木鈴村	1	0.001	
3000911	陳方妤	1	0.001	
3000912	仙豪	1	0.001	
3000913	求門行	1	0.001	
3000914	頂置頂	1	0.001	
3000915	除頭	1	0.001	
3000916	呢腋	1	0.001	
3000917	竹竹卡	1	0.001	
3000918	塑化系	1	0.001	
3000919	超仙婆	1	0.001	
3000920	愛心婆	1	0.001	
3000921	好險賴	1	0.001	
3000922	小蓉包	1	0.001	
3000923	蓉包	1	0.001	
3000924	小攻舉	1	0.001	
3000925	噓下去	1	0.001	
3000926	阿愚人	1	0.001	
3000927	凶版	1	0.001	
3000928	婆罡	1	0.001	
3000929	沃草哥	1	0.001	
3000930	竹派	1	0.001	
3000931	天生麗質感	1	0.001	
3000932	吉高宮下	1	0.001	
3000933	姨味門	1	0.001	
3000934	下巴儀	1	0.001	
3000935	諪色	1	0.001	
3000936	甜辣河	1	0.001	
3000937	飛曲	1	0.001	
3000938	勃害	1	0.001	
3000939	羅傑妹	1	0.001	
3000940	正胸	1	0.001	
3000941	萬華臉	1	0.001	
3000942	森分證	1	0.001	
3000943	桌縫	1	0.001	
3000944	晨映	1	0.001	
3000945	姜幂	1	0.001	
3000946	超彈動圖	1	0.001	
3000947	前張	1	0.001	
3000948	桐谷茉莉赤	1	0.001	
3000949	腳路人	1	0.001	
3000950	文地味	1	0.001	
3000951	頂溢	1	0.001	
3000952	柴崎熊	1	0.001	
3000953	熊婆	1	0.001	
3000954	熊一生	1	0.001	
3000955	甲奈	1	0.001	
3000956	熊嬸	1	0.001	
3000957	超色假	1	0.001	
3000958	爆牙界	1	0.001	
3000959	凌小	1	0.001	
3000960	游讚讚	1	0.001	
3000961	垂垂香	1	0.001	
3000962	遮擺	1	0.001	
3000963	阿勒邱	1	0.001	
3000964	金價街	1	0.001	
3000965	中村一葉正個	1	0.001	
3000966	黃蓉美	1	0.001	
3000967	讚蓉	1	0.001	
3000968	正中劇版	1	0.001	
3000969	雪蕊	1	0.001	
3000970	超正包	1	0.001	
3000971	大又正	1	0.001	
3000972	寧莎莎	1	0.001	
3000973	甄莉寧寧	1	0.001	
3000974	冷秀彬	1	0.001	
3000975	香警	1	0.001	
3000976	翁慧德	1	0.001	
3000977	超正兔	1	0.001	
3000978	邱才	1	0.001	
3000979	微肉界	1	0.001	
3000980	忙內無誤	1	0.001	
3000981	本田讚	1	0.001	
3000982	延麵姐	1	0.001	
3000983	阿麵姊	1	0.001	
3000984	賴可超	1	0.001	
3000985	賴可推	1	0.001	
3000986	賴可香月巴	1	0.001	
3000987	大菊地奶	1	0.001	
3000988	宗師樓	1	0.001	
3000989	昏大	1	0.001	
3000990	扣頭粉	1	0.001	
3000991	松本潤正	1	0.001	
3000992	現兒	1	0.001	
3000993	奈緒威傅	1	0.001	
3000994	希表	1	0.001	
3000995	燈妹	1	0.001	
3000996	卡哇伊蛤	1	0.001	
3000997	相親劇	1	0.001	
3000998	規太	1	0.001	
3000999	橡谷村美月	1	0.001	
3001000	匈奴版	1	0.001	
3001001	阿瞞版	1	0.001	
3001002	謝重貼	1	0.001	
3001003	富邦蓓蓓	1	0.001	
3001004	戶田推	1	0.001	
3001005	超正總	1	0.001	
3001006	獨人島	1	0.001	
3001007	金小優	1	0.001	
3001008	溝塑	1	0.001	
3001009	速嬌人	1	0.001	
3001010	抱石妹	1	0.001	
3001011	淺田深田	1	0.001	
3001012	普正正	1	0.001	
3001013	天然無改	1	0.001	
3001014	讚風兒	1	0.001	
3001015	誤奶大	1	0.001	
3001016	分類奶	1	0.001	
3001017	表特跟	1	0.001	
3001018	網紅趴	1	0.001	
3001019	有心奶	1	0.001	
3001020	超短歲	1	0.001	
3001021	老心寶	1	0.001	
3001022	酒鬼女	1	0.001	
3001023	貴島正香	1	0.001	
3001024	美莎莎	1	0.001	
3001025	跟似鳥	1	0.001	
3001026	棒子兵	1	0.001	
3001027	圓髮	1	0.001	
3001028	周婕綸	1	0.001	
3001029	夜相綸	1	0.001	
3001030	摩添綸	1	0.001	
3001031	正輪班	1	0.001	
3001032	金絲妹	1	0.001	
3001033	痴呆感	1	0.001	
3001034	白人音	1	0.001	
3001035	莫彩色	1	0.001	
3001036	加菜糖	1	0.001	
3001037	肉達	1	0.001	
3001038	尿潤爽	1	0.001	
3001039	葵石奶	1	0.001	
3001040	夢網	1	0.001	
3001041	合成奶	1	0.001	
3001042	塑歪	1	0.001	
3001043	超頂魚	1	0.001	
3001044	霄虎南	1	0.001	
3001045	許家毓	1	0.001	
3001046	普暈	1	0.001	
3001047	推仙	1	0.001	
3001048	關之	1	0.001	
3001049	琳門	1	0.001	
3001050	鬥爾	1	0.001	
3001051	乳道	1	0.001	
3001052	絕品號	1	0.001	
3001053	勝襄菸	1	0.001	
3001054	紫庭藍	1	0.001	
3001055	健康操仔	1	0.001	
3001056	冬柚組	1	0.001	
3001057	嫻絲人組	1	0.001	
3001058	嘎仙	1	0.001	
3001059	概念仙	1	0.001	
3001060	超仙好	1	0.001	
3001061	昔讚	1	0.001	
3001062	七澤臉	1	0.001	
3001063	泰模	1	0.001	
3001064	嵜崎	1	0.001	
3001065	歐歐豪	1	0.001	
3001066	翼舞翼舞	1	0.001	
3001067	翁子婷	1	0.001	
3001068	出入章	1	0.001	
3001069	夏榮正	1	0.001	
3001070	鄧佳華門	1	0.001	
3001071	唉牙嚓	1	0.001	
3001072	嚇倒軟	1	0.001	
3001073	襄海	1	0.001	
3001074	婆哩	1	0.001	
3001075	子宮肉肉	1	0.001	
3001076	成日燒	1	0.001	
3001077	腿兪	1	0.001	
3001078	葉蛋蛋	1	0.001	
3001079	愛雪莉	1	0.001	
3001080	老潼寶	1	0.001	
3001081	老潼	1	0.001	
3001082	雙標怪	1	0.001	
3001083	大井藍	1	0.001	
3001084	正三斤	1	0.001	
3001085	肉彈型	1	0.001	
3001086	仙女仙	1	0.001	
3001087	華航樓	1	0.001	
3001088	勾正	1	0.001	
3001089	超推樓	1	0.001	
3001090	方型奶	1	0.001	
3001091	抱枕藏	1	0.001	
3001092	七七七八	1	0.001	
3001093	鹽漢操	1	0.001	
3001094	仙山豪大	1	0.001	
3001095	合看成	1	0.001	
3001096	超比例	1	0.001	
3001097	派克讚	1	0.001	
3001098	艾蜜莉布朗讚	1	0.001	
3001099	次方讚	1	0.001	
3001100	猴腮煙	1	0.001	
3001101	香翻天	1	0.001	
3001102	眼屎妝	1	0.001	
3001103	安普妹	1	0.001	
3001104	松本靠北	1	0.001	
3001105	辰婆	1	0.001	
3001106	貧版	1	0.001	
3001107	濃毛系	1	0.001	
3001108	瘦感	1	0.001	
3001109	希志希	1	0.001	
3001110	希志希美	1	0.001	
3001111	希戰士	1	0.001	
3001112	希島以辰	1	0.001	
3001113	希家軍	1	0.001	
3001114	老女感	1	0.001	
3001115	乳神級	1	0.001	
3001116	世紀婆	1	0.001	
3001117	悠思垂	1	0.001	
3001118	走召糸	1	0.001	
3001119	馬蚤木	1	0.001	
3001120	亟至夊	1	0.001	
3001121	仙嘴	1	0.001	
3001122	菜港仔	1	0.001	
3001123	雕影	1	0.001	
3001124	教主樓	1	0.001	
3001125	朱鷺冠	1	0.001	
3001126	嘎棒	1	0.001	
3001127	蘇湖門	1	0.001	
3001128	大是社	1	0.001	
3001129	神敬介	1	0.001	
3001130	瑪吉阿尼	1	0.001	
3001131	瑪卡八卡	1	0.001	
3001132	金城武幫	1	0.001	
3001133	放奶	1	0.001	
3001134	舔正	1	0.001	
3001135	門肉	1	0.001	
3001136	欣酉	1	0.001	
3001137	菜塑	1	0.001	
3001138	愛怜醬	1	0.001	
3001139	小籠包醬	1	0.001	
3001140	正下巴	1	0.001	
3001141	陳為民加奈	1	0.001	
3001142	奶底線	1	0.001	
3001143	踢波	1	0.001	
3001144	超頂吧	1	0.001	
3001145	癟門	1	0.001	
3001146	香肃雨雨雨	1	0.001	
3001147	陳凝尻	1	0.001	
3001148	椎名由奈空哥	1	0.001	
3001149	同拍片	1	0.001	
3001150	月雲吧社	1	0.001	
3001151	夢奶石	1	0.001	
3001152	乃筱田	1	0.001	
3001153	章東西	1	0.001	
3001154	夢乃幹	1	0.001	
3001155	天羽樓	1	0.001	
3001156	卿卿光	1	0.001	
3001157	三原穗	1	0.001	
3001158	窩秀	1	0.001	
3001159	官婉婷	1	0.001	
3001160	練正	1	0.001	
3001161	肉彈妹	1	0.001	
3001162	睿書	1	0.001	
3001163	崔兔兔	1	0.001	
3001164	發泡澡	1	0.001	
3001165	腳腳照	1	0.001	
3001166	歐弟圖	1	0.001	
3001167	小宵樓	1	0.001	
3001168	虎南妹	1	0.001	
3001169	昏爛	1	0.001	
3001170	奶黎	1	0.001	
3001171	雪炫正	1	0.001	
3001172	油娜	1	0.001	
3001173	特籃	1	0.001	
3001174	黃士牌	1	0.001	
3001175	綜合網	1	0.001	
3001176	韓國籃	1	0.001	
3001177	色色子	1	0.001	
3001178	讚不就	1	0.001	
3001179	三上悠亞美	1	0.001	
3001180	跳秀秀	1	0.001	
3001181	雙丸頭	1	0.001	
3001182	偷塞唄姬	1	0.001	
3001183	實熊姐	1	0.001	
3001184	銅雀臺帝寶	1	0.001	
3001185	有錢讚	1	0.001	
3001186	淡妝刷	1	0.001	
3001187	竹碼	1	0.001	
3001188	芭比原	1	0.001	
3001189	女巫婆	1	0.001	
3001190	癱整	1	0.001	
3001191	兆妤	1	0.001	
3001192	咖啡氣	1	0.001	
3001193	編舞者	1	0.001	
3001194	狗狗表	1	0.001	
3001195	嘎呢	1	0.001	
3001196	堅桑	1	0.001	
3001197	王羲之桑	1	0.001	
3001198	正健康美	1	0.001	
3001199	求載	1	0.001	
3001200	張小筑	1	0.001	
3001201	小筑兒	1	0.001	
3001202	桃乃木讚	1	0.001	
3001203	勒騷	1	0.001	
3001204	亂正	1	0.001	
3001205	念愁	1	0.001	
3001206	石川超正	1	0.001	
3001207	阿太襄	1	0.001	
3001208	阿斯殼	1	0.001	
3001209	蕎蔫	1	0.001	
3001210	大彩花	1	0.001	
3001211	田中檸	1	0.001	
3001212	李林籃	1	0.001	
3001213	真襄李	1	0.001	
3001214	李籃	1	0.001	
3001215	千里籃會	1	0.001	
3001216	乃丘	1	0.001	
3001217	大正大	1	0.001	
3001218	台政成	1	0.001	
3001219	捲舌蛤	1	0.001	
3001220	貼走	1	0.001	
3001221	揍正	1	0.001	
3001222	濾塞	1	0.001	
3001223	美心款	1	0.001	
3001224	便便賽	1	0.001	
3001225	便便片	1	0.001	
3001226	丹生明里尼	1	0.001	
3001227	門空姐	1	0.001	
3001228	嗚尾	1	0.001	
3001229	天龍集	1	0.001	
3001230	選片王	1	0.001	
3001231	粉劍雨	1	0.001	
3001232	兩力門	1	0.001	
3001233	風品粉	1	0.001	
3001234	艾莉莎莎支	1	0.001	
3001235	超頂坐	1	0.001	
3001236	斯拉夫妹	1	0.001	
3001237	好色肉	1	0.001	
3001238	書莉	1	0.001	
3001239	甲餒	1	0.001	
3001240	宿舍妹	1	0.001	
3001241	艾白滾	1	0.001	
3001242	匚匕	1	0.001	
3001243	學士部	1	0.001	
3001244	祝福妹	1	0.001	
3001245	林小鹿	1	0.001	
3001246	推正正正	1	0.001	
3001247	班長長	1	0.001	
3001248	呼超正	1	0.001	
3001249	呼子路	1	0.001	
3001250	答超	1	0.001	
3001251	祉攸	1	0.001	
3001252	顏風	1	0.001	
3001253	阿門支那人	1	0.001	
3001254	東條時田	1	0.001	
3001255	亞美妹	1	0.001	
3001256	河北真香	1	0.001	
3001257	米雪優吐捨斗	1	0.001	
3001258	超頂推	1	0.001	
3001259	水正	1	0.001	
3001260	愛妮妮妮	1	0.001	
3001261	超正水	1	0.001	
3001262	尬正	1	0.001	
3001263	服吉	1	0.001	
3001264	籠豬鴨	1	0.001	
3001265	桃席	1	0.001	
3001266	東咩條	1	0.001	
3001267	套裝圖	1	0.001	
3001268	叉評	1	0.001	
3001269	珍奶表特	1	0.001	
3001270	北拜超	1	0.001	
3001271	正鏡子	1	0.001	
3001272	結衣感	1	0.001	
3001273	左腳底	1	0.001	
3001274	目干照	1	0.001	
3001275	正義美	1	0.001	
3001276	一點音	1	0.001	
3001277	動畫聲	1	0.001	
3001278	妹醬	1	0.001	
3001279	天然樓	1	0.001	
3001280	卡弟弟	1	0.001	
3001281	神鵰星	1	0.001	
3001282	思思腿	1	0.001	
3001283	潔米安娜	1	0.001	
3001284	凪醬	1	0.001	
3001285	扯擠	1	0.001	
3001286	采源采	1	0.001	
3001287	香采寶	1	0.001	
3001288	可愛金	1	0.001	
3001289	輸籃	1	0.001	
3001290	劇情派給	1	0.001	
3001291	前輩婆	1	0.001	
3001292	黑絲超	1	0.001	
3001293	籃嬸	1	0.001	
3001294	豔妝	1	0.001	
3001295	無心仔	1	0.001	
3001296	林可者	1	0.001	
3001297	大超仙	1	0.001	
3001298	香壯	1	0.001	
3001299	提出征	1	0.001	
3001300	那些正	1	0.001	
3001301	可電	1	0.001	
3001302	威武其實	1	0.001	
3001303	池姊	1	0.001	
3001304	天然門	1	0.001	
3001305	純優	1	0.001	
3001306	貢胯	1	0.001	
3001307	厲導	1	0.001	
3001308	噓門	1	0.001	
3001309	筍生	1	0.001	
3001310	山殘	1	0.001	
3001311	阿雞推	1	0.001	
3001312	爭美	1	0.001	
3001313	普君白	1	0.001	
3001314	紅方幫	1	0.001	
3001315	孫生有	1	0.001	
3001316	苡莉	1	0.001	
3001317	安齋感	1	0.001	
3001318	運治	1	0.001	
3001319	依依感	1	0.001	
3001320	歐盆勒豆爾	1	0.001	
3001321	荷拉蠭	1	0.001	
3001322	哈姆荷拉	1	0.001	
3001323	乃木戀	1	0.001	
3001324	肉婆	1	0.001	
3001325	加油噫	1	0.001	
3001326	陳沐青	1	0.001	
3001327	普正超	1	0.001	
3001328	峽小	1	0.001	
3001329	醜鬼月	1	0.001	
3001330	瑞絲薇朋	1	0.001	
3001331	涼相	1	0.001	
3001332	被腿庫	1	0.001	
3001333	嗚多惠	1	0.001	
3001334	霓多慧	1	0.001	
3001335	巔巔巔	1	0.001	
3001336	巨人蜜	1	0.001	
3001337	無敵腿	1	0.001	
3001338	采源派	1	0.001	
3001339	換頭人	1	0.001	
3001340	磨雞	1	0.001	
3001341	安齋拉	1	0.001	
3001342	本庄瞳	1	0.001	
3001343	地球人帥	1	0.001	
3001344	雙十年華	1	0.001	
3001345	青筋肉	1	0.001	
3001346	超肉讚	1	0.001	
3001347	戀渕淵	1	0.001	
3001348	愛希莉	1	0.001	
3001349	林可釣	1	0.001	
3001350	雙標趴	1	0.001	
3001351	李家予	1	0.001	
3001352	安娜瘦嘎	1	0.001	
3001353	頂石田三成	1	0.001	
3001354	胸肌感	1	0.001	
3001355	羽沛	1	0.001	
3001356	丹瑞希	1	0.001	
3001357	梓梓香慧	1	0.001	
3001358	丹呢	1	0.001	
3001359	虹安峮	1	0.001	
3001360	莉亞龔龔其嘉	1	0.001	
3001361	沃腴	1	0.001	
3001362	命肉感	1	0.001	
3001363	凹落髮	1	0.001	
3001364	本雅	1	0.001	
3001365	蛤豚鼠	1	0.001	
3001366	砸看	1	0.001	
3001367	普支	1	0.001	
3001368	大叔色胚	1	0.001	
3001369	筍子奶	1	0.001	
3001370	手竹筍奶	1	0.001	
3001371	尖筍型	1	0.001	
3001372	紫散	1	0.001	
3001373	黑衣讚	1	0.001	
3001374	立體成	1	0.001	
3001375	月埜	1	0.001	
3001376	丘尼哥	1	0.001	
3001377	讚瘦	1	0.001	
3001378	立是	1	0.001	
3001379	阿搬磚	1	0.001	
3001380	海女臉	1	0.001	
3001381	想不得不	1	0.001	
3001382	哈蕾路亞	1	0.001	
3001383	司長澤梓	1	0.001	
3001384	截圖葉	1	0.001	
3001385	掛業	1	0.001	
3001386	啦案	1	0.001	
3001387	肥奈讚	1	0.001	
3001388	蔡衣辰宸	1	0.001	
3001389	正航母	1	0.001	
3001390	木木臉	1	0.001	
3001391	排寫真	1	0.001	
3001392	向總	1	0.001	
3001393	熟人行	1	0.001	
3001394	洗迪	1	0.001	
3001395	柚萱	1	0.001	
3001396	邵邵第可蕎	1	0.001	
3001397	瑞咪瑞咪	1	0.001	
3001398	老蟻女	1	0.001	
3001399	降魔讚	1	0.001	
3001400	聽話符	1	0.001	
3001401	門奶奶	1	0.001	
3001402	正猛	1	0.001	
3001403	全副武妝	1	0.001	
3001404	比架乃正	1	0.001	
3001405	架乃推	1	0.001	
3001406	博弈展	1	0.001	
3001407	凱渥依林	1	0.001	
3001408	江江讚	1	0.001	
3001409	五倍恤	1	0.001	
3001410	巴龍臉	1	0.001	
3001411	鰻九	1	0.001	
3001412	推乃子	1	0.001	
3001413	安俗	1	0.001	
3001414	關洛茵	1	0.001	
3001415	呂語弟	1	0.001	
3001416	楊羽霓	1	0.001	
3001417	六姬	1	0.001	
3001418	譽老	1	0.001	
3001419	普老周	1	0.001	
3001420	普月經文	1	0.001	
3001421	章孟超	1	0.001	
3001422	零冠哥	1	0.001	
3001423	分刷仔	1	0.001	
3001424	丹瑪利	1	0.001	
3001425	喔正	1	0.001	
3001426	怎白	1	0.001	
3001427	吖麻	1	0.001	
3001428	斯斯西門	1	0.001	
3001429	權呆	1	0.001	
3001430	俞利正正	1	0.001	
3001431	俞利月	1	0.001	
3001432	小小莓	1	0.001	
3001433	幻龍兒	1	0.001	
3001434	白衣臉	1	0.001	
3001435	母豬色	1	0.001	
3001436	孩子戀渕	1	0.001	
3001437	吹騎	1	0.001	
3001438	存在戀	1	0.001	
3001439	劉讚	1	0.001	
3001440	克里絲汀貝爾	1	0.001	
3001441	連涎鎮	1	0.001	
3001442	左允兒可愛	1	0.001	
3001443	小三奇	1	0.001	
3001444	表特鳥	1	0.001	
3001445	阿有門	1	0.001	
3001446	分擺拍	1	0.001	
3001447	奈歐米華茲	1	0.001	
3001448	詩賢	1	0.001	
3001449	金諾珍	1	0.001	
3001450	韓國偉	1	0.001	
3001451	料香帥	1	0.001	
3001452	虛擬婆	1	0.001	
3001453	酒瓶版	1	0.001	
3001454	大許效舜	1	0.001	
3001455	馬甲呦	1	0.001	
3001456	莉莉寶	1	0.001	
3001457	老天呀	1	0.001	
3001458	乳溝門	1	0.001	
3001459	貴貴婆	1	0.001	
3001460	齙牙珍	1	0.001	
3001461	貴貴派	1	0.001	
3001462	三粿粿	1	0.001	
3001463	安狀	1	0.001	
3001464	垂推	1	0.001	
3001465	上田操	1	0.001	
3001466	德川次	1	0.001	
3001467	李瑜瑛	1	0.001	
3001468	陳伊美	1	0.001	
3001469	滾田	1	0.001	
3001470	拉拉吐	1	0.001	
3001471	澎澎蛤	1	0.001	
3001472	反股	1	0.001	
3001473	便秘色	1	0.001	
3001474	滿業	1	0.001	
3001475	幣逆	1	0.001	
3001476	李他妹	1	0.001	
3001477	唐老妹	1	0.001	
3001478	小奶木	1	0.001	
3001479	好看奶	1	0.001	
3001480	香吃貨	1	0.001	
3001481	老化中	1	0.001	
3001482	宇都宮一生	1	0.001	
3001483	婆爛樓	1	0.001	
3001484	奶特仔	1	0.001	
3001485	喵喵婆	1	0.001	
3001486	天生獨厚	1	0.001	
3001487	羅南一	1	0.001	
3001488	黑讚	1	0.001	
3001489	斗內億	1	0.001	
3001490	臉蛋臉	1	0.001	
3001491	奶朴	1	0.001	
3001492	沈璧樹	1	0.001	
3001493	卜美月	1	0.001	
3001494	大報隊	1	0.001	
3001495	熊毓彤	1	0.001	
3001496	超瑟安海	1	0.001	
3001497	海瑟薇安	1	0.001	
3001498	貝魯琪	1	0.001	
3001499	斯推	1	0.001	
3001500	和平蛤	1	0.001	
3001501	阿肌膚	1	0.001	
3001502	推乓	1	0.001	
3001503	雪白肌	1	0.001	
3001504	日本海旋風	1	0.001	
3001505	飛翔技	1	0.001	
3001506	尾崎魔弓	1	0.001	
3001507	井上貴子	1	0.001	
3001508	香卡寶	1	0.001	
3001509	歴代級	1	0.001	
3001510	冬冬教	1	0.001	
3001511	醫美臉	1	0.001	
3001512	墜垂感	1	0.001	
3001513	義美臉	1	0.001	
3001514	超色大	1	0.001	
3001515	金山丈	1	0.001	
3001516	火遁推	1	0.001	
3001517	正港湖	1	0.001	
3001518	哥布林洨	1	0.001	
3001519	林櫟嫣	1	0.001	
3001520	瑪姬葛蕾絲	1	0.001	
3001521	卓卓吧	1	0.001	
3001522	眼罩文	1	0.001	
3001523	慘糊成	1	0.001	
3001524	佛篩	1	0.001	
3001525	菜閨	1	0.001	
3001526	甲芊芊	1	0.001	
